prime_days,loot_collected,day_stream_hr,evennig_stream_hr,night_stream_hr,bits_donated,cs_contacts,churn,prime_student,used_sub,day_sessions,evennig_sessions,night_sessions,follows
137,0,110.5,223.2,169.5,10.5,3,0,0,0,79,111,64,3
92,45,281.1,198,94.3,7.5,0,0,1,1,88,103,76,3
38,0,137.8,286.3,167,14.1,2,0,0,0,86,76,77,3
69,33,271.5,253.4,165.4,8.2,1,1,1,1,98,102,85,2
45,0,112.8,218.8,240.2,9,2,0,0,0,108,120,106,3
73,0,187.3,239.7,167.5,15.1,1,0,0,0,118,90,108,2
92,0,197,269.3,158.9,10.8,1,0,0,0,84,105,105,4
113,32,180.4,129.4,166.9,8.4,1,0,0,1,89,124,124,2
68,0,148.5,219.4,198.5,14.5,1,1,1,0,126,125,121,7
135,22,197.1,259.4,134.7,14.6,2,0,0,1,113,95,135,5
100,26,153.7,137.8,213.5,15.9,1,0,0,1,115,146,104,5
96,27,261.3,220.9,179.4,11.3,1,0,0,1,96,101,97,2
108,0,246.2,202.4,180.1,9.4,1,0,0,0,102,134,95,5
84,0,191,318.8,247.3,6.5,0,0,0,0,88,119,79,4
134,0,208.3,253.6,291,12.6,1,0,0,0,86,89,86,3
72,0,253,219.3,210.8,9.8,0,0,0,0,73,78,89,4
83,0,202.3,201.5,101.7,6.8,0,0,0,0,87,111,82,4
137,0,174.4,156.3,136.5,10.2,0,0,0,0,120,98,121,5
56,30,127.1,172.1,194.6,12.1,1,0,0,1,89,116,111,3
61,16,143.5,242.6,147.7,11.3,0,0,1,1,76,58,95,3
171,17,186.9,240,200.9,5.8,1,0,0,1,94,138,64,3
123,0,194,242,146.3,12.1,1,0,0,0,118,114,108,4
58,0,234.8,106.8,178.5,9.9,0,0,0,0,89,131,122,6
156,0,123.7,103,189.4,13.1,1,0,0,0,96,80,82,4
166,0,173.9,276.4,190.8,15.3,0,0,0,0,103,83,113,5
75,41,130.9,203.4,171.7,12.4,1,0,0,1,115,110,68,4
75,0,314.6,169.8,285.1,5.7,2,1,0,0,102,86,100,3
83,0,227.9,207.5,211.7,12.1,1,0,0,0,78,115,100,5
243,0,95.5,163.7,264.2,6.6,2,0,0,0,92,63,118,6
153,0,185.3,208,206.1,15.1,1,0,0,0,127,73,124,3
150,0,146.3,202.7,234.7,13.1,1,0,0,0,133,95,103,3
92,16,184,76.4,185.1,12.7,2,0,0,1,99,134,96,3
80,0,105.8,43.9,189.6,13.1,0,0,0,0,110,88,87,5
134,0,178,153.8,236.6,11.7,1,0,0,0,110,64,105,4
77,24,149.4,123.9,174.3,10.1,1,0,0,1,74,72,84,6
147,0,209.4,132.5,149.4,11.3,2,0,0,0,104,78,123,3
74,0,172.1,211.7,182.2,11.6,1,0,0,0,105,99,105,6
138,0,169.3,217.9,184.2,9.4,1,0,1,0,82,147,77,9
143,0,119.1,287.7,223,12.2,0,0,0,0,117,136,100,4
64,0,194.2,173.4,268.7,5.5,2,0,0,0,147,87,114,2
120,0,198.8,230.1,119.8,9.9,2,0,0,0,56,73,81,3
121,0,167.7,93.7,241.3,13.4,3,1,1,0,94,121,115,1
88,0,202.2,216.8,239.4,11.8,2,0,0,0,86,93,99,2
87,0,322.5,204.6,186.2,9.4,2,1,0,0,106,93,128,4
100,0,216.2,215.6,138.4,10.2,0,0,0,0,107,84,127,3
104,0,76.4,115.6,226.3,9.4,3,0,0,0,116,74,94,3
27,0,72.7,208.6,65.8,9.9,1,0,0,0,75,117,71,3
81,31,210.4,225.5,168.7,9.7,0,0,0,1,100,97,120,4
64,33,127.2,162.9,247.4,8.1,0,0,1,1,93,104,109,13
107,28,201.8,304.9,225.6,11.9,1,0,0,1,79,128,133,8
88,17,219.5,222.1,188.3,16.1,1,0,0,1,78,94,92,5
111,0,99.3,270.5,225.3,9,3,0,0,0,112,136,94,6
77,0,239.2,150,160.8,10.3,5,0,0,0,114,115,81,2
67,0,120.9,235,95.1,11.4,2,0,1,0,58,88,130,11
102,0,224.7,129.4,167.6,15.8,1,0,0,0,81,112,109,6
146,19,176.6,162.7,215.5,14.6,1,0,0,1,88,66,98,6
144,51,283.9,192,196.3,10,1,0,0,1,98,109,85,4
96,0,180.6,190.9,295.6,10.3,1,1,0,0,92,114,125,4
70,31,125.9,196.4,252.7,10.3,1,0,0,1,101,102,75,4
149,0,237.6,192.4,207.4,9.1,0,0,0,0,79,107,111,9
129,0,198.4,264.7,111.4,9.2,2,0,0,0,91,106,101,2
166,0,274.3,52.9,246.1,10.9,0,0,0,0,110,109,119,5
136,0,199.6,211.4,72.4,11,3,1,1,0,89,96,84,4
149,0,217.7,273.5,226.9,9.6,3,0,0,0,91,74,99,3
70,0,134.7,235.9,260.2,7.6,3,0,0,0,96,90,113,6
120,24,212.7,257.5,227.8,9.7,2,0,0,1,73,103,119,13
66,0,256.3,180.2,187.3,6.2,2,0,0,0,135,106,135,7
104,0,183.6,120.7,215.1,12.7,1,0,0,0,133,98,112,2
160,0,176.2,196,263.9,9.2,1,0,0,0,90,115,95,4
129,37,205,165.4,185,11.7,1,0,0,1,94,103,81,8
93,0,267.9,223,262.7,11.3,3,1,0,0,114,74,90,3
169,0,179.2,175.2,228.6,9.9,2,0,0,0,111,130,92,6
58,0,149.4,196.5,209.5,14.9,1,0,0,0,145,105,108,3
75,38,163.6,146.7,345.8,13.1,3,0,0,1,132,113,115,3
45,0,207.6,152.7,217.8,12.4,1,0,0,0,71,94,125,13
155,0,165.4,183.7,80.2,8.9,3,0,0,0,108,103,108,4
52,0,209.8,171.3,154.6,9.9,4,0,0,0,114,82,119,9
119,27,220.1,268.2,146.5,11.1,0,0,0,1,128,133,80,3
86,0,141.3,154.3,210.6,8.2,1,0,0,0,72,95,91,5
42,0,196.5,241.3,143.2,4,0,0,0,0,89,123,105,7
127,0,180.9,209.5,249.9,7.4,2,0,1,0,114,118,105,4
123,0,105,251.6,258,14.9,0,0,0,0,150,90,93,5
98,0,271.4,190.4,284.7,11.1,4,1,0,0,119,102,118,6
149,43,206.7,174.6,241.5,10.9,1,0,0,1,79,122,80,3
160,0,166.8,236,307.6,9.3,1,0,0,0,109,117,77,1
103,0,204.9,135.2,208.2,10.4,5,0,0,0,107,102,106,3
132,15,154.6,245.6,148.6,9.1,1,0,0,1,128,106,90,4
137,0,127,323.2,143.9,7.5,1,0,0,0,107,75,127,2
129,0,267.4,204.2,111.7,5.9,1,0,1,0,78,85,146,4
62,0,281,160.6,77.9,0,1,0,0,0,66,108,74,0
122,33,270.8,220.4,169.9,11.8,4,0,0,1,96,110,104,8
32,0,171.2,185.6,203.3,10.2,1,0,0,0,82,102,64,7
86,0,124.1,202.6,289.6,6.7,3,0,0,0,82,120,119,8
130,0,162.8,290.3,114.9,7.2,1,0,0,0,113,111,140,3
42,0,146.3,255.9,45,8,1,0,0,0,84,113,117,12
73,0,254.8,143.4,153.9,15,2,0,0,0,85,80,102,7
66,26,254.9,243.2,190.8,5.4,2,0,0,1,108,135,95,3
103,31,107.7,188.9,196.2,8.9,0,0,0,1,124,104,98,3
128,0,158.8,264.8,270,7.6,1,0,0,0,75,91,77,7
104,0,182.9,239.6,229.8,5.5,2,0,0,0,113,85,104,4
103,0,198.5,42.5,179.2,12.4,0,0,0,0,112,90,124,5
124,0,178.4,233.6,179.4,12,0,0,0,0,72,134,91,2
87,0,110.9,158.5,207.5,6.2,1,0,0,0,91,115,131,5
109,27,166.9,221.2,197.3,12.3,1,1,0,1,85,92,97,4
167,0,244.8,60.8,176.7,10.7,2,0,1,0,91,105,110,3
97,0,120.8,169.8,194.1,11.9,4,1,0,0,96,101,63,3
106,0,165.3,210,187.2,8.5,2,0,0,0,118,101,93,3
125,0,126.7,155.5,206.2,14.4,2,0,0,0,113,131,112,7
108,35,215.9,200.6,195.4,15.5,0,0,0,1,106,107,107,7
125,0,140.1,209.6,264.1,8,1,0,0,0,132,126,77,2
89,32,209.9,249.8,224.2,8.7,1,0,0,1,113,104,92,7
72,29,139.8,138.2,221,5.5,0,0,1,1,114,91,88,6
23,0,321.6,251.6,141.1,11.3,2,1,0,0,107,115,158,3
149,0,166.6,218.8,208.3,8.2,7,0,0,0,61,107,131,6
73,0,214.2,196.8,157.9,5.9,0,0,0,0,90,78,112,8
61,0,260,210.5,234.7,9,1,1,0,0,123,127,70,3
161,0,191.9,70.9,204.8,13.4,4,1,0,0,113,87,107,4
73,0,213,188.8,136.2,13.5,0,0,0,0,95,104,89,3
118,24,118.1,109.6,245.5,16.9,1,0,0,1,83,72,73,2
23,0,190.2,166.4,219.8,15,6,0,0,0,89,108,73,4
127,25,82.2,163.3,264.9,5.1,0,0,0,1,95,109,104,6
42,32,163.8,177.8,190.4,8.1,0,0,0,1,80,123,106,5
118,0,267.8,316.4,208.6,14.4,5,1,0,0,145,121,91,11
45,0,159.8,120.4,163,10.6,2,0,0,0,91,86,93,3
50,24,214.3,289.8,312.5,10.6,1,0,0,1,129,55,130,4
179,0,287.3,288,266,10.5,0,1,0,0,123,114,112,4
152,0,101.2,141.6,198.5,7.5,2,0,0,0,122,87,124,3
105,0,102.8,281.7,228.1,13.2,2,0,0,0,74,125,113,5
72,0,109.1,115.7,295.8,8.3,0,0,0,0,97,96,84,6
52,0,215.9,217,342.8,5.2,1,0,0,0,67,108,130,2
125,0,203.4,128.7,190.5,11,1,0,0,0,110,97,113,4
143,0,110.1,169,166.7,9.2,1,0,0,0,113,59,94,2
65,0,111,219.8,202,4.4,1,0,0,0,51,84,89,14
80,0,239.9,142.3,364.3,9.3,1,0,0,0,121,51,106,5
1,0,144.8,112.5,218.7,13.8,1,0,0,0,107,66,79,3
60,0,135.4,205.9,204,7.9,1,0,0,0,134,85,103,4
43,0,84.2,80.8,196.1,10.8,1,0,0,0,134,103,79,2
143,0,209.1,106.1,179.6,14,0,0,0,0,127,80,90,6
81,24,130.1,196,139.3,11.4,0,0,0,1,117,61,123,5
205,24,175.8,155,180.7,7.8,2,0,0,1,139,98,64,5
24,0,241.9,145.2,214.5,6.6,1,0,0,0,104,112,105,5
74,0,136.7,228.6,265.3,9.8,0,0,0,0,106,105,114,4
77,0,67.7,195.7,236.5,12,1,0,0,0,68,86,137,2
74,0,200.4,309.2,152.1,10,1,0,0,0,87,105,118,2
74,0,125.8,207.7,207.4,14.1,1,1,1,0,103,96,143,4
200,0,128.2,133.2,177.6,11.2,1,0,0,0,87,105,123,2
86,0,226.3,223,255.6,13,4,0,0,0,88,107,92,3
91,37,162.3,233.9,277.4,9.2,0,0,0,1,107,115,94,4
76,0,224.4,147.9,183.8,6.7,2,0,0,0,121,97,74,2
130,0,120.5,189.7,270.1,14.3,1,0,0,0,127,52,107,2
56,0,91.1,179.3,300.7,11.9,2,0,0,0,90,115,89,8
117,0,168.8,241.4,204.8,15.5,0,0,0,0,137,107,106,4
63,0,153.5,287.3,230.2,6.5,2,0,0,0,81,115,85,5
126,0,226.2,140.3,208.9,6.4,0,0,0,0,88,114,110,2
132,0,191.9,206.9,272,12.6,1,0,0,0,107,127,88,2
81,28,167.9,190.7,193,9.2,4,1,0,1,147,105,103,6
122,0,180,145,233.7,11.5,2,0,0,0,88,77,120,6
46,0,257.4,261.1,204.4,13.4,2,1,0,0,67,91,107,5
150,28,174.4,169.9,201.6,11,1,0,0,1,75,80,130,4
99,0,159.7,155.4,255.7,8.4,1,0,0,0,83,121,114,3
87,0,237.2,222.6,173.3,11,1,0,0,0,124,87,81,3
108,0,103,242.3,170.2,7.9,1,0,0,0,129,103,89,3
101,0,153.8,234,196.3,11.6,4,0,0,0,89,89,77,2
53,0,205.1,160.5,149.5,10.7,3,0,0,0,86,95,142,2
132,39,175.7,187.2,225.5,8.6,2,0,0,1,93,94,118,3
158,0,155.9,224.2,221,8.6,2,0,0,0,123,112,116,8
114,34,154.4,221.4,208.5,10.3,0,0,0,1,109,142,103,5
77,23,209.7,183.6,205.5,7.1,2,0,0,1,73,63,111,3
144,0,150,285.9,190.6,9.4,0,0,1,0,69,73,121,15
91,23,232.4,186,190.5,12.3,3,0,0,1,97,88,128,3
58,0,165.4,115.7,193.8,12.8,2,0,0,0,100,87,118,5
5,0,199.2,187.3,214,13.3,3,0,0,0,106,12,85,3
97,0,217.6,320.5,150.7,4.2,0,0,0,0,81,51,110,3
107,0,212.1,150.1,219.8,7.7,3,0,0,0,95,88,111,2
142,30,154,165.8,270,10.8,1,0,0,1,75,97,83,5
9,31,193.8,202.6,191.2,13.3,1,0,0,1,130,98,102,2
73,0,175.4,248.1,122.4,12.2,0,0,0,0,130,105,85,4
48,22,152,258.8,263.2,15.7,2,1,0,1,63,131,109,5
43,0,230.2,186.7,128.4,9.2,0,0,0,0,147,121,100,3
122,33,174.9,248.2,164.6,13.5,1,1,0,1,103,105,116,3
93,0,190.2,262.2,130,8.8,0,0,0,0,68,64,92,4
85,0,176.4,224.9,219.6,11.5,1,0,0,0,122,123,50,1
59,0,160.9,251.2,273.4,5,3,0,0,0,95,65,97,5
87,0,228.7,163,154.1,11.8,1,0,0,0,90,99,90,3
137,0,144,181.6,128.1,12.3,0,0,0,0,90,100,93,2
21,31,135.9,271,179.1,9.5,6,0,0,1,90,84,89,7
129,0,334.3,192.1,191,10.4,0,1,0,0,118,104,83,6
104,0,130.5,131.2,264.7,13,0,0,0,0,77,117,63,6
93,21,134.2,162.5,186.6,11.8,4,1,0,1,105,128,90,2
63,0,278,266.4,224.1,13.1,4,1,0,0,102,114,118,4
161,0,105.4,214.8,223.6,7.8,0,0,0,0,70,122,126,5
50,0,188.9,203.9,151.8,11.6,3,0,0,0,94,104,124,8
103,24,111.8,239.6,268.3,6.9,1,0,0,1,85,102,81,4
84,33,159.1,149.8,213.4,13,1,0,0,1,106,101,108,18
92,0,212.4,224.6,221.3,9,1,0,0,0,105,118,105,4
77,0,142.3,306.3,196.5,9.9,1,0,0,0,112,111,82,1
64,0,346.8,249.5,275.4,13.3,1,1,1,0,55,79,102,9
159,15,113.9,145.3,195.2,11.8,1,0,0,1,102,146,137,9
110,27,267.9,263.3,178.1,8.3,1,1,1,1,103,74,106,2
138,0,171.4,115.2,224.5,17,3,0,0,0,117,128,115,4
178,0,275.4,187.5,147.1,13.6,1,0,0,0,150,62,126,3
38,31,197.2,249.9,298.9,3.9,0,0,0,1,118,70,104,2
50,35,192.6,135.2,216.2,7.9,2,0,0,1,97,101,101,2
45,26,91.7,150.6,63.3,7.7,1,0,0,1,104,119,103,5
70,0,126.3,141.6,255.9,9.6,0,0,0,0,99,106,96,2
147,33,251.5,234.1,213.4,10.4,3,0,0,1,107,110,87,6
94,0,190.6,152.3,144.7,7.5,1,0,0,0,108,95,97,5
179,0,116.1,201.8,181.9,11.6,0,0,0,0,101,99,103,5
116,0,217.3,216.1,148.1,11.3,2,0,0,0,91,95,76,3
59,0,179.4,232.5,175.8,14.7,0,0,0,0,80,99,105,3
165,0,207.7,164.8,54.5,7.9,0,0,0,0,109,94,91,3
133,0,277.3,228.4,117.3,12.8,2,1,0,0,138,117,103,4
140,0,125.3,167.6,260.6,8.4,1,0,0,0,84,121,94,4
93,32,138.1,167.3,238.9,6.8,2,0,0,1,91,72,115,3
52,38,169.3,225.9,172,8.2,0,0,0,1,88,97,86,3
64,27,201.3,143.8,150.2,12.3,1,0,0,1,101,89,127,3
12,0,216.7,116.5,220,9.8,2,0,1,0,117,126,110,4
48,0,190.4,317.5,133.4,8.3,2,0,0,0,92,85,113,4
181,0,143.3,195.5,223.3,6,1,0,0,0,91,58,95,7
168,42,97.4,203.6,173.9,11.4,2,0,0,1,57,98,124,2
155,0,181.4,167.7,168.5,11.3,3,0,0,0,111,92,122,3
105,0,246.4,256.2,169,3.8,0,0,0,0,83,101,151,4
11,0,143.4,289.4,194,9.7,2,0,0,0,130,50,100,6
182,0,104.9,198.5,258.2,8,2,0,0,0,111,120,91,5
104,0,156.2,193,222.7,13.1,1,0,0,0,93,54,94,5
102,0,114.8,81.9,304.3,12,0,0,0,0,125,126,101,4
122,0,232.5,205.5,213.7,11.9,0,0,0,0,96,120,91,2
41,0,143.6,152.4,194.4,8.6,1,0,0,0,117,108,110,3
132,0,176.7,244.1,176.3,9.1,2,0,0,0,132,80,120,4
76,0,263.4,230.3,170.6,11.4,1,1,0,0,148,69,101,5
13,0,146.4,148.5,216.7,11.3,1,0,0,0,74,92,96,3
115,33,145,194.5,242.3,14.2,2,0,0,1,72,157,138,3
67,0,167.8,167.7,110.3,8.4,1,0,0,0,91,69,71,12
154,0,166.9,154.9,189.4,7.2,0,0,0,0,99,97,89,5
100,0,142.5,195.7,122.1,7.8,2,0,0,0,87,88,117,8
146,0,133,262.8,214.3,11.2,1,0,1,0,65,93,128,3
148,11,252.9,284.3,262.8,12.3,1,0,0,1,129,88,99,1
67,28,95,291.2,159.6,10,2,0,0,1,94,73,114,2
161,0,194.2,249.4,254.9,12.9,1,1,1,0,106,105,129,1
70,0,222.8,215.9,223.5,0,1,0,0,0,114,113,122,0
116,0,201.8,231.5,226.1,16.5,0,0,0,0,82,95,130,5
99,42,216,232.3,215.5,9.3,2,1,0,1,125,104,100,4
87,0,146.3,171.8,167.5,5.3,1,0,0,0,108,102,66,9
87,0,234.8,140.9,204.3,9.5,1,0,0,0,85,91,93,5
70,0,198.6,213.9,171.2,10.6,2,0,0,0,111,115,105,6
131,0,94.4,215.1,179.7,13.1,2,0,0,0,80,101,108,9
119,0,190.4,215.6,161.2,10,2,0,0,0,74,113,111,1
119,32,142.6,208.2,171,12,3,0,0,1,77,126,102,2
87,0,134.2,165,173.1,10.7,0,0,1,0,80,71,102,5
112,0,111.9,114,146.8,14.1,5,1,0,0,92,143,79,3
75,0,122.8,211.3,261.4,10.7,2,0,0,0,89,104,91,2
150,0,189.3,220.9,238.7,9.2,4,0,0,0,77,105,117,5
161,38,240.4,201.8,206.1,16.1,0,0,0,1,112,102,112,6
91,24,93.5,183.4,240.7,9.9,0,0,1,1,112,128,133,3
124,0,158.6,211.2,179.3,10.2,3,0,0,0,104,77,104,8
94,0,243.2,147,94.9,7.2,4,0,1,0,109,88,99,4
217,0,176.4,158.8,306.6,9.3,4,0,0,0,115,128,107,3
158,0,220.9,242.2,233.3,6.4,0,0,0,0,129,108,75,5
102,0,144.4,266.5,217.6,7.1,0,0,0,0,87,128,59,7
85,0,212.3,228.4,163.3,7.7,0,0,0,0,107,103,116,3
79,0,147,165.7,243.2,8.4,1,0,0,0,72,102,107,9
139,25,96.2,178.9,182.1,12.9,2,0,0,1,112,70,84,10
103,0,263.4,179.1,214.7,10.3,0,0,0,0,118,69,112,2
98,0,12.5,256.6,169.4,7.7,1,0,1,0,67,90,88,9
78,0,162.3,192.4,240.6,10.1,2,0,0,0,116,86,100,3
50,0,183.6,58.6,202.6,8.7,1,0,0,0,107,118,99,3
161,0,178.1,146.5,137.6,8.5,1,0,0,0,109,86,78,2
67,0,201.4,97.6,202.5,7,0,0,0,0,101,122,119,3
86,38,123,133.9,138.2,13.3,1,0,0,1,158,119,103,4
92,0,208,198.9,76.4,8.6,0,0,0,0,125,76,97,6
174,0,239.2,188.5,105.6,8.8,1,0,0,0,72,124,116,3
124,0,193,89.8,172.8,15.3,1,0,0,0,97,99,104,3
132,31,174.5,245.6,172.8,10.3,1,0,0,1,101,105,76,9
190,26,116.7,145.9,175.1,9.9,1,0,0,1,71,88,103,3
101,0,93.8,150,241.1,10.7,1,0,0,0,127,104,116,2
185,30,154.1,118.7,258.4,12.9,2,0,1,1,114,106,105,3
68,29,239.5,203.8,167.8,9.9,0,0,0,1,82,105,70,6
117,25,216,224.1,267.9,11.8,0,0,0,1,140,69,112,4
118,0,187.4,177.8,233.4,12.2,1,0,0,0,97,89,97,6
124,0,167.4,233.2,109.6,10.3,0,0,0,0,119,143,115,5
22,0,160.4,218.1,192.9,12.5,1,0,0,0,108,88,115,4
75,0,143.2,209.1,173,11.9,1,0,0,0,92,142,96,9
134,0,205.3,240.5,179.1,5,1,0,0,0,122,155,107,9
164,25,219.1,151.5,50.1,14.3,1,0,0,1,88,99,60,6
44,0,143.2,169.8,215.8,7.6,1,0,0,0,77,114,77,4
177,0,232.8,175.2,212.2,12.5,2,0,0,0,106,97,77,7
110,0,162,247.5,155.5,8.9,0,0,0,0,81,89,99,8
53,27,25.9,206.5,228.1,6.5,1,0,0,1,119,96,64,7
108,0,154.2,112.3,246.4,15.4,4,1,0,0,123,86,75,4
80,0,322.3,222,162.8,6.7,0,1,0,0,113,95,123,8
158,0,209.9,221.3,210,8.2,1,0,0,0,112,82,93,3
114,0,191.5,175.2,220.3,0,0,0,0,0,88,78,118,0
64,19,291.1,226.7,219.1,7.5,1,0,0,1,150,123,67,2
88,0,215.6,216.2,171.3,11.8,3,0,0,0,115,85,65,1
82,0,208.8,213.7,175.1,12.4,3,0,1,0,101,87,86,6
111,0,255.9,204.1,171.3,12.3,3,0,0,0,97,129,84,5
60,0,252.7,221.1,109.9,12.4,2,0,0,0,97,121,100,4
113,0,132.1,247.5,246.2,6.9,3,0,0,0,72,107,123,6
109,0,217,207,268,8.2,1,0,0,0,115,142,106,4
105,42,101.9,223.1,241.6,12.9,0,0,0,1,79,97,77,2
85,0,211.5,184.6,164.3,13.3,2,0,0,0,100,88,131,4
131,0,153.4,198.5,164.4,10.4,0,0,0,0,86,81,83,3
59,0,166.3,239.3,123.2,10,2,0,0,0,95,87,108,3
148,0,185.2,170.4,165.1,9.5,1,0,0,0,87,96,104,13
210,0,104.6,149.5,255.1,6.5,2,0,0,0,121,71,67,8
115,0,245.2,159,229.9,7.2,0,0,0,0,105,109,74,8
106,0,274.4,198.6,160.8,6,1,0,0,0,120,82,62,3
93,0,98.4,249.6,248.2,14.2,1,0,0,0,78,129,114,4
57,29,279.9,223.1,251.7,13,1,0,0,1,121,109,94,2
98,0,187.2,195.6,181.8,5.1,1,0,0,0,127,88,129,4
157,0,276.2,165.8,151.6,2.2,3,0,0,0,95,119,79,4
116,35,200.4,272.8,214.5,8.3,1,0,0,1,104,89,100,4
30,0,162.3,244,180.1,9.1,2,0,0,0,96,122,89,4
111,0,176.9,102.8,213.7,10.5,4,1,0,0,128,56,84,2
52,0,165.5,205.5,213.6,12.2,0,0,0,0,78,89,124,6
72,0,217.8,189.7,182.6,10.4,4,0,0,0,93,113,91,5
135,28,201.4,246.5,154.8,12.9,2,1,0,1,100,117,131,4
86,0,190.5,179.6,258.5,10.1,3,0,0,0,115,130,89,5
98,29,179.9,189.2,164.3,12.8,3,0,0,1,97,89,76,7
151,0,235.9,80.6,212.8,5.8,3,0,0,0,104,91,116,2
118,0,140.4,187.1,207.9,7.9,0,0,0,0,112,60,155,1
117,0,144.6,258.8,253.2,7.4,2,0,0,0,115,66,113,9
55,0,189,118.5,248.1,17.1,0,0,0,0,100,99,87,6
82,0,101,155.6,304.4,13.3,0,0,0,0,93,104,93,2
152,0,206.3,292.8,43.7,10.6,1,0,0,0,98,82,121,4
108,15,165.1,267,250.7,10.9,1,0,0,1,85,93,114,4
98,0,165,202.6,172.3,12.5,1,1,0,0,129,113,94,7
130,0,155.9,256.1,262.9,11.7,3,0,0,0,95,97,103,3
136,0,199.2,214.7,150.9,11.8,1,0,1,0,122,114,105,7
47,0,155.3,188.2,247,12.3,3,0,0,0,116,85,73,4
189,0,208.3,236.7,179.1,11.3,3,0,0,0,106,123,120,5
107,0,157.1,162.6,150,12.1,1,0,0,0,79,124,138,6
91,0,154.4,168.3,239.9,11.7,5,1,0,0,165,121,81,4
159,0,189.1,246.1,242,10.4,1,1,0,0,105,147,106,5
11,24,131.5,230.2,283.7,10,2,0,0,1,98,111,87,3
167,0,166.4,243.2,229.2,9.9,1,0,0,0,85,135,95,5
111,0,142.3,122.8,229.5,12.8,2,0,0,0,75,106,94,9
99,19,87.7,223,182.3,7.3,2,0,0,1,103,86,112,4
159,19,184.1,194.5,225.6,16.9,0,0,0,1,78,71,101,3
114,31,174.5,224.2,116.3,12.3,2,0,1,1,104,92,91,10
71,0,103.3,138.5,164.8,9,2,0,0,0,103,79,98,2
122,0,35.1,180.8,251.6,12.7,1,0,0,0,62,89,58,2
100,25,246.6,141.4,189.8,13,1,0,0,1,94,112,109,5
83,37,78.5,210.5,179.7,11.8,1,0,0,1,109,101,102,4
64,0,148.1,164.9,216,12.3,5,1,0,0,73,101,125,2
105,0,206.2,256.4,117.1,9,1,0,0,0,84,138,91,3
144,33,251.6,197.6,209.2,12.2,2,0,0,1,87,118,97,3
106,26,270.3,215.2,254,14.4,1,1,1,1,111,90,133,7
19,34,156.6,224.2,260.9,11.3,1,0,0,1,97,97,135,1
46,0,139.4,223.7,173.1,13.6,1,0,0,0,81,113,77,6
127,0,220.2,188.4,172.7,11.7,2,0,0,0,108,124,113,3
9,39,214.1,169.2,189.7,10.1,1,0,0,1,108,115,117,3
157,0,196,213.4,196.8,7.9,1,0,0,0,74,96,81,6
105,0,106.4,240.1,147.7,5.3,6,1,0,0,71,83,114,4
105,29,179.4,275.4,246.1,10,0,0,0,1,113,100,105,5
155,0,216.7,144.3,135.3,10.8,2,0,0,0,30,125,106,1
31,0,177.3,152.8,162.9,5.1,0,0,0,0,129,105,92,2
161,0,151.6,219.4,224.7,4,1,0,0,0,117,87,68,5
95,32,262.2,165.2,194.3,10.6,0,0,0,1,123,82,57,5
122,0,173.6,91.7,211.7,9.7,3,0,0,0,110,84,103,7
37,0,106.6,147.4,235.8,9.6,2,0,1,0,76,89,113,8
132,0,193.3,128.3,162.1,11.6,5,1,0,0,106,94,119,4
119,24,217.2,138.7,139.3,11.3,0,0,0,1,94,52,85,4
16,0,209.5,172.8,94.1,8.8,1,0,0,0,89,85,102,4
99,0,95.4,207.2,136,5.6,1,0,0,0,105,101,117,5
76,26,214.6,205.2,134.6,8.1,1,0,0,1,110,87,140,2
167,0,131.6,211.3,168.3,11.1,4,1,0,0,120,96,97,4
129,0,168.4,217.1,81.6,11.8,1,0,0,0,117,129,100,7
116,0,146.4,176.6,212.6,7.8,1,0,0,0,123,113,102,5
60,0,183,206.7,203.8,11.1,1,0,1,0,110,93,119,6
128,0,103.3,245.9,161.1,6.4,0,0,0,0,122,123,95,7
47,28,112.2,154.8,166.7,10.6,0,0,0,1,70,106,105,2
40,0,170.7,179.1,281.9,8.2,3,0,1,0,55,108,89,9
173,0,172.5,142.6,102,10.9,0,0,0,0,78,91,63,2
157,30,194.3,243.2,322.2,7.1,1,0,0,1,107,108,114,5
66,32,187.8,129.8,132.3,12,2,0,0,1,117,90,113,3
50,26,307.1,289.4,174.9,8,0,0,1,1,94,78,109,3
72,0,118.2,167.2,214.2,12.2,3,0,0,0,106,136,106,3
130,0,154,205.9,233.7,12.9,1,0,0,0,95,106,75,1
143,0,155.5,213.4,237.9,7.6,1,0,0,0,101,89,61,11
89,0,125.6,213,181.7,5.4,1,0,1,0,108,90,108,5
108,0,199.3,224.2,140.1,15.2,0,0,0,0,104,92,57,2
32,0,157.9,180.8,132.5,12.8,1,0,0,0,88,132,102,3
166,0,203.4,167.7,132,9.2,2,0,0,0,81,110,124,5
109,0,222.2,218.5,266,10.9,1,0,0,0,113,122,88,5
72,39,92.8,271.2,167.1,5.8,1,0,0,1,98,115,83,7
134,32,216.8,102.2,174,8.6,0,0,0,1,78,111,83,2
13,0,193.2,194.4,186.5,9.7,4,0,0,0,89,90,104,2
90,0,113.2,189.3,271.8,14.1,3,0,0,0,108,63,124,4
111,36,166.2,238.8,108.8,11.2,3,0,0,1,54,109,92,2
101,23,262.2,157,129.1,7.3,1,0,0,1,101,80,100,14
72,0,207.8,195.7,184.8,13.1,0,0,0,0,92,110,124,4
67,35,245.4,148.2,274,7.5,1,0,0,1,89,102,136,6
172,0,287.1,178.4,153.2,14.4,3,1,0,0,108,125,98,2
154,32,192.3,165.3,205,9,2,0,0,1,82,134,74,1
