prime_days,loot_collected,day_stream_hr,evennig_stream_hr,night_stream_hr,bits_donated,cs_contacts,churn,prime_student,used_sub,day_sessions,evennig_sessions,night_sessions,follows
16.7,0,43.82,48.58,33.78,11,2,0,1,0,10,9,11,2
10.7,0,54.7,36.76,30.76,11,2,0,1,0,11,7,7,5
11.2,0,32.38,40.18,26.8,11,1,0,1,0,14,12,14,2
3.5,3,48.34,28.4,57.78,10,1,0,0,1,9,11,7,2
10.3,0,12.56,34.08,56.04,10,3,0,1,0,13,7,8,2
10.7,3,56.22,28.74,47.88,12,1,0,0,1,9,13,13,5
6.9,0,45.64,52.74,28.52,11,3,0,0,0,7,8,6,3
8.5,0,41.96,38.9,40.08,12,0,0,0,0,9,10,9,2
2.4,0,53.12,41.76,36.5,12,2,1,0,0,9,11,11,3
9,0,42.98,23.56,26.74,12,2,0,0,0,10,12,8,1
13.7,0,22.1,44.64,33.9,11,3,0,0,0,8,12,7,2
9.2,5,56.22,39.6,18.86,8,0,0,1,1,9,11,8,2
3.8,0,27.56,57.26,33.4,15,2,0,0,0,9,8,8,2
6.9,4,54.3,50.68,33.08,9,1,1,1,1,10,11,9,1
4.5,0,22.56,43.76,48.04,9,2,0,0,0,11,12,11,2
7.3,0,37.46,47.94,33.5,16,1,0,0,0,12,9,11,1
9.2,0,39.4,53.86,31.78,11,1,0,0,0,9,11,11,2
11.3,4,36.08,25.88,33.38,9,1,0,0,1,9,13,13,1
6.8,0,29.7,43.88,39.7,15,1,1,1,0,13,13,13,4
13.5,3,39.42,51.88,26.94,15,2,0,0,1,12,10,14,3
10,3,30.74,27.56,42.7,16,1,0,0,1,12,15,11,3
9.6,3,52.26,44.18,35.88,12,1,0,0,1,10,11,10,1
10.8,0,49.24,40.48,36.02,10,1,0,0,0,11,14,10,3
8.4,0,38.2,63.76,49.46,7,0,0,0,0,9,12,8,2
13.4,0,41.66,50.72,58.2,13,1,0,0,0,9,9,9,2
7.2,0,50.6,43.86,42.16,10,0,0,0,0,8,8,9,2
8.3,0,40.46,40.3,20.34,7,0,0,0,0,9,12,9,2
13.7,0,34.88,31.26,27.3,11,0,0,0,0,12,10,13,3
5.6,3,25.42,34.42,38.92,13,1,0,0,1,9,12,12,2
6.1,2,28.7,48.52,29.54,12,0,0,1,1,8,6,10,2
17.1,2,37.38,48,40.18,6,1,0,0,1,10,14,7,2
12.3,0,38.8,48.4,29.26,13,1,0,0,0,12,12,11,2
5.8,0,46.96,21.36,35.7,10,0,0,0,0,9,14,13,3
15.6,0,24.74,20.6,37.88,14,1,0,0,0,10,8,9,2
16.6,0,34.78,55.28,38.16,16,0,0,0,0,11,9,12,3
7.5,5,26.18,40.68,34.34,13,1,0,0,1,12,11,7,2
7.5,0,62.92,33.96,57.02,6,2,1,0,0,11,9,10,2
8.3,0,45.58,41.5,42.34,13,1,0,0,0,8,12,10,3
24.3,0,19.1,32.74,52.84,7,2,0,0,0,10,7,12,3
15.3,0,37.06,41.6,41.22,16,1,0,0,0,13,8,13,2
15,0,29.26,40.54,46.94,14,1,0,0,0,14,10,11,2
9.2,2,36.8,15.28,37.02,13,2,0,0,1,10,14,10,2
8,0,21.16,8.78,37.92,14,0,0,0,0,11,9,9,3
13.4,0,35.6,30.76,47.32,12,1,0,0,0,11,7,11,2
7.7,3,29.88,24.78,34.86,11,1,0,0,1,8,8,9,3
14.7,0,41.88,26.5,29.88,12,2,0,0,0,11,8,13,2
7.4,0,34.42,42.34,36.44,12,1,0,0,0,11,10,11,3
13.8,0,33.86,43.58,36.84,10,1,0,1,0,9,15,8,5
14.3,0,23.82,57.54,44.6,13,0,0,0,0,12,14,10,2
6.4,0,38.84,34.68,53.74,6,2,0,0,0,15,9,12,1
12,0,39.76,46.02,23.96,10,2,0,0,0,6,8,9,2
12.1,0,33.54,18.74,48.26,14,3,1,1,0,10,13,12,1
8.8,0,40.44,43.36,47.88,12,2,0,0,0,9,10,10,1
8.7,0,64.5,40.92,37.24,10,2,1,0,0,11,10,13,2
10,0,43.24,43.12,27.68,11,0,0,0,0,11,9,13,2
10.4,0,15.28,23.12,45.26,10,3,0,0,0,12,8,10,2
2.7,0,14.54,41.72,13.16,10,1,0,0,0,8,12,8,2
8.1,4,42.08,45.1,33.74,10,0,0,0,1,10,10,12,2
6.4,4,25.44,32.58,49.48,9,0,0,1,1,10,11,11,7
10.7,3,40.36,60.98,45.12,12,1,0,0,1,8,13,14,4
8.8,2,43.9,44.42,37.66,17,1,0,0,1,8,10,10,3
11.1,0,19.86,54.1,45.06,9,3,0,0,0,12,14,10,3
7.7,0,47.84,30,32.16,11,5,0,0,0,12,12,9,1
6.7,0,24.18,47,19.02,12,2,0,1,0,6,9,13,6
10.2,0,44.94,25.88,33.52,16,1,0,0,0,9,12,11,3
14.6,2,35.32,32.54,43.1,15,1,0,0,1,9,7,10,3
14.4,6,56.78,38.4,39.26,10,1,0,0,1,10,11,9,2
9.6,0,36.12,38.18,59.12,11,1,1,0,0,10,12,13,2
7,4,25.18,39.28,50.54,11,1,0,0,1,11,11,8,2
14.9,0,47.52,38.48,41.48,10,0,0,0,0,8,11,12,5
12.9,0,39.68,52.94,22.28,10,2,0,0,0,10,11,11,1
16.6,0,54.86,10.58,49.22,11,0,0,0,0,11,11,12,3
13.6,0,39.92,42.28,14.48,11,3,1,1,0,9,10,9,2
14.9,0,43.54,54.7,45.38,10,3,0,0,0,10,8,10,2
7,0,26.94,47.18,52.04,8,3,0,0,0,10,9,12,3
12,3,42.54,51.5,45.56,10,2,0,0,1,8,11,12,7
6.6,0,51.26,36.04,37.46,7,2,0,0,0,14,11,14,4
10.4,0,36.72,24.14,43.02,13,1,0,0,0,14,10,12,1
16,0,35.24,39.2,52.78,10,1,0,0,0,9,12,10,2
12.9,4,41,33.08,37,12,1,0,0,1,10,11,9,4
9.3,0,53.58,44.6,52.54,12,3,1,0,0,12,8,9,2
16.9,0,35.84,35.04,45.72,10,2,0,0,0,12,13,10,3
5.8,0,29.88,39.3,41.9,15,1,0,0,0,15,11,11,2
7.5,4,32.72,29.34,69.16,14,3,0,0,1,14,12,12,2
4.5,0,41.52,30.54,43.56,13,1,0,0,0,8,10,13,7
15.5,0,33.08,36.74,16.04,9,3,0,0,0,11,11,11,2
5.2,0,41.96,34.26,30.92,10,4,0,0,0,12,9,12,5
11.9,3,44.02,53.64,29.3,12,0,0,0,1,13,14,8,2
8.6,0,28.26,30.86,42.12,9,1,0,0,0,8,10,10,3
4.2,0,39.3,48.26,28.64,4,0,0,0,0,9,13,11,4
12.7,0,36.18,41.9,49.98,8,2,0,1,0,12,12,11,2
12.3,0,21,50.32,51.6,15,0,0,0,0,15,9,10,3
9.8,0,54.28,38.08,56.94,12,4,1,0,0,12,11,12,3
14.9,5,41.34,34.92,48.3,11,1,0,0,1,8,13,8,2
16,0,33.36,47.2,61.52,10,1,0,0,0,11,12,8,1
10.3,0,40.98,27.04,41.64,11,5,0,0,0,11,11,11,2
13.2,2,30.92,49.12,29.72,10,1,0,0,1,13,11,9,2
13.7,0,25.4,64.64,28.78,8,1,0,0,0,11,8,13,1
12.9,0,53.48,40.84,22.34,6,1,0,1,0,8,9,15,2
6.2,0,56.2,32.12,15.58,0,1,0,0,0,7,11,8,0
12.2,4,54.16,44.08,33.98,12,4,0,0,1,10,11,11,4
3.2,0,34.24,37.12,40.66,11,1,0,0,0,9,11,7,4
8.6,0,24.82,40.52,57.92,7,3,0,0,0,9,12,12,4
13,0,32.56,58.06,22.98,8,1,0,0,0,12,12,14,2
4.2,0,29.26,51.18,9,8,1,0,0,0,9,12,12,6
7.3,0,50.96,28.68,30.78,15,2,0,0,0,9,8,11,4
6.6,3,50.98,48.64,38.16,6,2,0,0,1,11,14,10,2
10.3,4,21.54,37.78,39.24,9,0,0,0,1,13,11,10,2
12.8,0,31.76,52.96,54,8,1,0,0,0,8,10,8,4
10.4,0,36.58,47.92,45.96,6,2,0,0,0,12,9,11,2
10.3,0,39.7,8.5,35.84,13,0,0,0,0,12,9,13,3
12.4,0,35.68,46.72,35.88,12,0,0,0,0,8,14,10,1
8.7,0,22.18,31.7,41.5,7,1,0,0,0,10,12,14,3
10.9,3,33.38,44.24,39.46,13,1,1,0,1,9,10,10,2
16.7,0,48.96,12.16,35.34,11,2,0,1,0,10,11,11,2
9.7,0,24.16,33.96,38.82,12,4,1,0,0,10,11,7,2
10.6,0,33.06,42,37.44,9,2,0,0,0,12,11,10,2
12.5,0,25.34,31.1,41.24,15,2,0,0,0,12,14,12,4
10.8,4,43.18,40.12,39.08,16,0,0,0,1,11,11,11,4
12.5,0,28.02,41.92,52.82,8,1,0,0,0,14,13,8,1
8.9,4,41.98,49.96,44.84,9,1,0,0,1,12,11,10,4
7.2,3,27.96,27.64,44.2,6,0,0,1,1,12,10,9,3
2.3,0,64.32,50.32,28.22,12,2,1,0,0,11,12,16,2
14.9,0,33.32,43.76,41.66,9,7,0,0,0,7,11,14,3
7.3,0,42.84,39.36,31.58,6,0,0,0,0,9,8,12,4
6.1,0,52,42.1,46.94,9,1,1,0,0,13,13,7,2
16.1,0,38.38,14.18,40.96,14,4,1,0,0,12,9,11,2
7.3,0,42.6,37.76,27.24,14,0,0,0,0,10,11,9,2
11.8,3,23.62,21.92,49.1,17,1,0,0,1,9,8,8,1
2.3,0,38.04,33.28,43.96,15,6,0,0,0,9,11,8,2
12.7,3,16.44,32.66,52.98,6,0,0,0,1,10,11,11,3
4.2,4,32.76,35.56,38.08,9,0,0,0,1,8,13,11,3
11.8,0,53.56,63.28,41.72,15,5,1,0,0,15,13,10,6
4.5,0,31.96,24.08,32.6,11,2,0,0,0,10,9,10,2
5,3,42.86,57.96,62.5,11,1,0,0,1,13,6,13,2
17.9,0,57.46,57.6,53.2,11,0,1,0,0,13,12,12,2
15.2,0,20.24,28.32,39.7,8,2,0,0,0,13,9,13,2
10.5,0,20.56,56.34,45.62,14,2,0,0,0,8,13,12,3
7.2,0,21.82,23.14,59.16,9,0,0,0,0,10,10,9,3
5.2,0,43.18,43.4,68.56,6,1,0,0,0,7,11,13,1
12.5,0,40.68,25.74,38.1,11,1,0,0,0,11,10,12,2
14.3,0,22.02,33.8,33.34,10,1,0,0,0,12,6,10,1
6.5,0,22.2,43.96,40.4,5,1,0,0,0,6,9,9,7
8,0,47.98,28.46,72.86,10,1,0,0,0,13,6,11,3
0.1,0,28.96,22.5,43.74,14,1,0,0,0,11,7,8,2
6,0,27.08,41.18,40.8,8,1,0,0,0,14,9,11,2
4.3,0,16.84,16.16,39.22,11,1,0,0,0,14,11,8,1
14.3,0,41.82,21.22,35.92,14,0,0,0,0,13,8,9,3
8.1,3,26.02,39.2,27.86,12,0,0,0,1,12,7,13,3
20.5,3,35.16,31,36.14,8,2,0,0,1,14,10,7,3
2.4,0,48.38,29.04,42.9,7,1,0,0,0,11,12,11,3
7.4,0,27.34,45.72,53.06,10,0,0,0,0,11,11,12,2
7.7,0,13.54,39.14,47.3,12,1,0,0,0,7,9,14,1
7.4,0,40.08,61.84,30.42,10,1,0,0,0,9,11,12,1
7.4,0,25.16,41.54,41.48,15,1,1,1,0,11,10,15,2
20,0,25.64,26.64,35.52,12,1,0,0,0,9,11,13,1
8.6,0,45.26,44.6,51.12,13,4,0,0,0,9,11,10,2
9.1,4,32.46,46.78,55.48,10,0,0,0,1,11,12,10,2
7.6,0,44.88,29.58,36.76,7,2,0,0,0,13,10,8,1
13,0,24.1,37.94,54.02,15,1,0,0,0,13,6,11,1
5.6,0,18.22,35.86,60.14,12,2,0,0,0,9,12,9,4
11.7,0,33.76,48.28,40.96,16,0,0,0,0,14,11,11,2
6.3,0,30.7,57.46,46.04,7,2,0,0,0,9,12,9,3
12.6,0,45.24,28.06,41.78,7,0,0,0,0,9,12,11,1
13.2,0,38.38,41.38,54.4,13,1,0,0,0,11,13,9,1
8.1,3,33.58,38.14,38.6,10,4,1,0,1,15,11,11,3
12.2,0,36,29,46.74,12,2,0,0,0,9,8,12,3
4.6,0,51.48,52.22,40.88,14,2,1,0,0,7,10,11,3
15,3,34.88,33.98,40.32,11,1,0,0,1,8,8,13,2
9.9,0,31.94,31.08,51.14,9,1,0,0,0,9,13,12,2
8.7,0,47.44,44.52,34.66,11,1,0,0,0,13,9,9,2
10.8,0,20.6,48.46,34.04,8,1,0,0,0,13,11,9,2
10.1,0,30.76,46.8,39.26,12,4,0,0,0,9,9,8,1
5.3,0,41.02,32.1,29.9,11,3,0,0,0,9,10,15,1
13.2,4,35.14,37.44,45.1,9,2,0,0,1,10,10,12,2
15.8,0,31.18,44.84,44.2,9,2,0,0,0,13,12,12,4
11.4,4,30.88,44.28,41.7,11,0,0,0,1,11,15,11,3
7.7,3,41.94,36.72,41.1,8,2,0,0,1,8,7,12,2
14.4,0,30,57.18,38.12,10,0,0,1,0,7,8,13,8
9.1,3,46.48,37.2,38.1,13,3,0,0,1,10,9,13,2
5.8,0,33.08,23.14,38.76,13,2,0,0,0,10,9,12,3
0.5,0,39.84,37.46,42.8,14,3,0,0,0,11,2,9,2
9.7,0,43.52,64.1,30.14,5,0,0,0,0,9,6,11,2
10.7,0,42.42,30.02,43.96,8,3,0,0,0,10,9,12,1
14.2,3,30.8,33.16,54,11,1,0,0,1,8,10,9,3
0.9,4,38.76,40.52,38.24,14,1,0,0,1,13,10,11,1
7.3,0,35.08,49.62,24.48,13,0,0,0,0,13,11,9,2
4.8,3,30.4,51.76,52.64,16,2,1,0,1,7,14,11,3
4.3,0,46.04,37.34,25.68,10,0,0,0,0,15,13,10,2
12.2,4,34.98,49.64,32.92,14,1,1,0,1,11,11,12,2
9.3,0,38.04,52.44,26,9,0,0,0,0,7,7,10,2
8.5,0,35.28,44.98,43.92,12,1,0,0,0,13,13,5,1
5.9,0,32.18,50.24,54.68,5,3,0,0,0,10,7,10,3
8.7,0,45.74,32.6,30.82,12,1,0,0,0,9,10,9,2
13.7,0,28.8,36.32,25.62,13,0,0,0,0,9,10,10,1
2.1,4,27.18,54.2,35.82,10,6,0,0,1,9,9,9,4
12.9,0,66.86,38.42,38.2,11,0,1,0,0,12,11,9,3
10.4,0,26.1,26.24,52.94,13,0,0,0,0,8,12,7,3
9.3,3,26.84,32.5,37.32,12,4,1,0,1,11,13,9,1
6.3,0,55.6,53.28,44.82,14,4,1,0,0,11,12,12,2
16.1,0,21.08,42.96,44.72,8,0,0,0,0,7,13,13,3
5,0,37.78,40.78,30.36,12,3,0,0,0,10,11,13,4
10.3,3,22.36,47.92,53.66,7,1,0,0,1,9,11,9,2
8.4,4,31.82,29.96,42.68,13,1,0,0,1,11,11,11,9
9.2,0,42.48,44.92,44.26,9,1,0,0,0,11,12,11,2
7.7,0,28.46,61.26,39.3,10,1,0,0,0,12,12,9,1
6.4,0,69.36,49.9,55.08,14,1,1,1,0,6,8,11,5
15.9,2,22.78,29.06,39.04,12,1,0,0,1,11,15,14,5
11,3,53.58,52.66,35.62,9,1,1,1,1,11,8,11,1
13.8,0,34.28,23.04,44.9,17,3,0,0,0,12,13,12,2
17.8,0,55.08,37.5,29.42,14,1,0,0,0,15,7,13,2
3.8,4,39.44,49.98,59.78,4,0,0,0,1,12,7,11,1
5,4,38.52,27.04,43.24,8,2,0,0,1,10,11,11,1
4.5,3,18.34,30.12,12.66,8,1,0,0,1,11,12,11,3
7,0,25.26,28.32,51.18,10,0,0,0,0,10,11,10,1
14.7,4,50.3,46.82,42.68,11,3,0,0,1,11,11,9,3
9.4,0,38.12,30.46,28.94,8,1,0,0,0,11,10,10,3
17.9,0,23.22,40.36,36.38,12,0,0,0,0,11,10,11,3
11.6,0,43.46,43.22,29.62,12,2,0,0,0,10,10,8,2
5.9,0,35.88,46.5,35.16,15,0,0,0,0,8,10,11,2
16.5,0,41.54,32.96,10.9,8,0,0,0,0,11,10,10,2
13.3,0,55.46,45.68,23.46,13,2,1,0,0,14,12,11,2
14,0,25.06,33.52,52.12,9,1,0,0,0,9,13,10,2
9.3,4,27.62,33.46,47.78,7,2,0,0,1,10,8,12,2
5.2,4,33.86,45.18,34.4,9,0,0,0,1,9,10,9,2
6.4,3,40.26,28.76,30.04,13,1,0,0,1,11,9,13,2
1.2,0,43.34,23.3,44,10,2,0,1,0,12,13,11,2
4.8,0,38.08,63.5,26.68,9,2,0,0,0,10,9,12,2
18.1,0,28.66,39.1,44.66,6,1,0,0,0,10,6,10,4
16.8,5,19.48,40.72,34.78,12,2,0,0,1,6,10,13,1
15.5,0,36.28,33.54,33.7,12,3,0,0,0,12,10,13,2
10.5,0,49.28,51.24,33.8,4,0,0,0,0,9,11,16,2
1.1,0,28.68,57.88,38.8,10,2,0,0,0,13,5,10,3
18.2,0,20.98,39.7,51.64,8,2,0,0,0,12,12,10,3
10.4,0,31.24,38.6,44.54,14,1,0,0,0,10,6,10,3
10.2,0,22.96,16.38,60.86,12,0,0,0,0,13,13,11,2
12.2,0,46.5,41.1,42.74,12,0,0,0,0,10,12,10,1
4.1,0,28.72,30.48,38.88,9,1,0,0,0,12,11,11,2
13.2,0,35.34,48.82,35.26,10,2,0,0,0,14,8,12,2
7.6,0,52.68,46.06,34.12,12,1,1,0,0,15,7,11,3
1.3,0,29.28,29.7,43.34,12,1,0,0,0,8,10,10,2
11.5,4,29,38.9,48.46,15,2,0,0,1,8,16,14,2
6.7,0,33.56,33.54,22.06,9,1,0,0,0,10,7,8,6
15.4,0,33.38,30.98,37.88,8,0,0,0,0,10,10,9,3
10,0,28.5,39.14,24.42,8,2,0,0,0,9,9,12,4
14.6,0,26.6,52.56,42.86,12,1,0,1,0,7,10,13,2
14.8,2,50.58,56.86,52.56,13,1,0,0,1,13,9,10,1
6.7,3,19,58.24,31.92,10,2,0,0,1,10,8,12,1
16.1,0,38.84,49.88,50.98,13,1,1,1,0,11,11,13,1
7,0,44.56,43.18,44.7,0,1,0,0,0,12,12,13,0
11.6,0,40.36,46.3,45.22,17,0,0,0,0,9,10,13,3
9.9,5,43.2,46.46,43.1,10,2,1,0,1,13,11,10,2
8.7,0,29.26,34.36,33.5,6,1,0,0,0,11,11,7,5
8.7,0,46.96,28.18,40.86,10,1,0,0,0,9,10,10,3
7,0,39.72,42.78,34.24,11,2,0,0,0,12,12,11,3
13.1,0,18.88,43.02,35.94,14,2,0,0,0,8,11,11,5
11.9,0,38.08,43.12,32.24,10,2,0,0,0,8,12,12,1
11.9,4,28.52,41.64,34.2,12,3,0,0,1,8,13,11,1
8.7,0,26.84,33,34.62,11,0,0,1,0,8,8,11,3
11.2,0,22.38,22.8,29.36,15,5,1,0,0,10,15,8,2
7.5,0,24.56,42.26,52.28,11,2,0,0,0,9,11,10,1
15,0,37.86,44.18,47.74,10,4,0,0,0,8,11,12,3
16.1,4,48.08,40.36,41.22,17,0,0,0,1,12,11,12,3
9.1,3,18.7,36.68,48.14,10,0,0,1,1,12,13,14,2
12.4,0,31.72,42.24,35.86,11,3,0,0,0,11,8,11,4
9.4,0,48.64,29.4,18.98,8,4,0,1,0,11,9,10,2
21.7,0,35.28,31.76,61.32,10,4,0,0,0,12,13,11,2
15.8,0,44.18,48.44,46.66,7,0,0,0,0,13,11,8,3
10.2,0,28.88,53.3,43.52,8,0,0,0,0,9,13,6,4
8.5,0,42.46,45.68,32.66,8,0,0,0,0,11,11,12,2
7.9,0,29.4,33.14,48.64,9,1,0,0,0,8,11,11,5
13.9,3,19.24,35.78,36.42,13,2,0,0,1,12,7,9,5
10.3,0,52.68,35.82,42.94,11,0,0,0,0,12,7,12,1
9.8,0,2.5,51.32,33.88,8,1,0,1,0,7,9,9,5
7.8,0,32.46,38.48,48.12,11,2,0,0,0,12,9,10,2
5,0,36.72,11.72,40.52,9,1,0,0,0,11,12,10,2
16.1,0,35.62,29.3,27.52,9,1,0,0,0,11,9,8,1
6.7,0,40.28,19.52,40.5,7,0,0,0,0,11,13,12,2
8.6,4,24.6,26.78,27.64,14,1,0,0,1,16,12,11,2
9.2,0,41.6,39.78,15.28,9,0,0,0,0,13,8,10,3
17.4,0,47.84,37.7,21.12,9,1,0,0,0,8,13,12,2
12.4,0,38.6,17.96,34.56,16,1,0,0,0,10,10,11,2
13.2,4,34.9,49.12,34.56,11,1,0,0,1,11,11,8,5
19,3,23.34,29.18,35.02,10,1,0,0,1,8,9,11,2
10.1,0,18.76,30,48.22,11,1,0,0,0,13,11,12,1
18.5,3,30.82,23.74,51.68,13,2,0,1,1,12,11,11,2
6.8,3,47.9,40.76,33.56,10,0,0,0,1,9,11,7,3
11.7,3,43.2,44.82,53.58,12,0,0,0,1,14,7,12,2
11.8,0,37.48,35.56,46.68,13,1,0,0,0,10,9,10,3
12.4,0,33.48,46.64,21.92,11,0,0,0,0,12,15,12,3
2.2,0,32.08,43.62,38.58,13,1,0,0,0,11,9,12,2
7.5,0,28.64,41.82,34.6,12,1,0,0,0,10,15,10,5
13.4,0,41.06,48.1,35.82,5,1,0,0,0,13,16,11,5
16.4,3,43.82,30.3,10.02,15,1,0,0,1,9,10,6,3
4.4,0,28.64,33.96,43.16,8,1,0,0,0,8,12,8,2
17.7,0,46.56,35.04,42.44,13,2,0,0,0,11,10,8,4
11,0,32.4,49.5,31.1,9,0,0,0,0,9,9,10,4
5.3,3,5.18,41.3,45.62,7,1,0,0,1,12,10,7,4
10.8,0,30.84,22.46,49.28,16,4,1,0,0,13,9,8,2
8,0,64.46,44.4,32.56,7,0,1,0,0,12,10,13,4
15.8,0,41.98,44.26,42,9,1,0,0,0,12,9,10,2
11.4,0,38.3,35.04,44.06,0,0,0,0,0,9,8,12,0
6.4,2,58.22,45.34,43.82,8,1,0,0,1,15,13,7,1
8.8,0,43.12,43.24,34.26,12,3,0,0,0,12,9,7,1
8.2,0,41.76,42.74,35.02,13,3,0,1,0,11,9,9,3
11.1,0,51.18,40.82,34.26,13,3,0,0,0,10,13,9,3
6,0,50.54,44.22,21.98,13,2,0,0,0,10,13,10,2
11.3,0,26.42,49.5,49.24,7,3,0,0,0,8,11,13,3
10.9,0,43.4,41.4,53.6,9,1,0,0,0,12,15,11,2
10.5,5,20.38,44.62,48.32,13,0,0,0,1,8,10,8,1
8.5,0,42.3,36.92,32.86,14,2,0,0,0,10,9,14,2
13.1,0,30.68,39.7,32.88,11,0,0,0,0,9,9,9,2
5.9,0,33.26,47.86,24.64,10,2,0,0,0,10,9,11,2
14.8,0,37.04,34.08,33.02,10,1,0,0,0,9,10,11,7
21,0,20.92,29.9,51.02,7,2,0,0,0,13,8,7,4
11.5,0,49.04,31.8,45.98,8,0,0,0,0,11,11,8,4
10.6,0,54.88,39.72,32.16,6,1,0,0,0,12,9,7,2
9.3,0,19.68,49.92,49.64,15,1,0,0,0,8,13,12,2
5.7,3,55.98,44.62,50.34,13,1,0,0,1,13,11,10,1
9.8,0,37.44,39.12,36.36,6,1,0,0,0,13,9,13,2
15.7,0,55.24,33.16,30.32,3,3,0,0,0,10,12,8,2
11.6,4,40.08,54.56,42.9,9,1,0,0,1,11,9,10,2
3,0,32.46,48.8,36.02,10,2,0,0,0,10,13,9,2
11.1,0,35.38,20.56,42.74,11,4,1,0,0,13,6,9,1
5.2,0,33.1,41.1,42.72,13,0,0,0,0,8,9,13,3
7.2,0,43.56,37.94,36.52,11,4,0,0,0,10,12,10,3
13.5,3,40.28,49.3,30.96,13,2,1,0,1,10,12,14,2
8.6,0,38.1,35.92,51.7,11,3,0,0,0,12,13,9,3
9.8,3,35.98,37.84,32.86,13,3,0,0,1,10,9,8,4
15.1,0,47.18,16.12,42.56,6,3,0,0,0,11,10,12,1
11.8,0,28.08,37.42,41.58,8,0,0,0,0,12,6,16,1
11.7,0,28.92,51.76,50.64,8,2,0,0,0,12,7,12,5
5.5,0,37.8,23.7,49.62,18,0,0,0,0,10,10,9,3
8.2,0,20.2,31.12,60.88,14,0,0,0,0,10,11,10,1
15.2,0,41.26,58.56,8.74,11,1,0,0,0,10,9,13,2
10.8,2,33.02,53.4,50.14,11,1,0,0,1,9,10,12,2
9.8,0,33,40.52,34.46,13,1,1,0,0,13,12,10,4
13,0,31.18,51.22,52.58,12,3,0,0,0,10,10,11,2
13.6,0,39.84,42.94,30.18,12,1,0,1,0,13,12,11,4
4.7,0,31.06,37.64,49.4,13,3,0,0,0,12,9,8,2
18.9,0,41.66,47.34,35.82,12,3,0,0,0,11,13,12,3
10.7,0,31.42,32.52,30,13,1,0,0,0,8,13,14,3
9.1,0,30.88,33.66,47.98,12,5,1,0,0,17,13,9,2
15.9,0,37.82,49.22,48.4,11,1,1,0,0,11,15,11,3
1.1,3,26.3,46.04,56.74,10,2,0,0,1,10,12,9,2
16.7,0,33.28,48.64,45.84,10,1,0,0,0,9,14,10,3
11.1,0,28.46,24.56,45.9,13,2,0,0,0,8,11,10,5
9.9,2,17.54,44.6,36.46,8,2,0,0,1,11,9,12,2
15.9,2,36.82,38.9,45.12,17,0,0,0,1,8,8,11,2
11.4,4,34.9,44.84,23.26,13,2,0,1,1,11,10,10,5
7.1,0,20.66,27.7,32.96,9,2,0,0,0,11,8,10,1
12.2,0,7.02,36.16,50.32,13,1,0,0,0,7,9,6,1
10,3,49.32,28.28,37.96,13,1,0,0,1,10,12,11,3
8.3,4,15.7,42.1,35.94,12,1,0,0,1,11,11,11,2
6.4,0,29.62,32.98,43.2,13,5,1,0,0,8,11,13,1
10.5,0,41.24,51.28,23.42,9,1,0,0,0,9,14,10,2
14.4,4,50.32,39.52,41.84,13,2,0,0,1,9,12,10,2
10.6,3,54.06,43.04,50.8,15,1,1,1,1,12,9,14,4
1.9,4,31.32,44.84,52.18,12,1,0,0,1,10,10,14,1
4.6,0,27.88,44.74,34.62,14,1,0,0,0,9,12,8,3
12.7,0,44.04,37.68,34.54,12,2,0,0,0,11,13,12,2
0.9,4,42.82,33.84,37.94,11,1,0,0,1,11,12,12,2
15.7,0,39.2,42.68,39.36,8,1,0,0,0,8,10,9,3
10.5,0,21.28,48.02,29.54,6,6,1,0,0,8,9,12,2
10.5,3,35.88,55.08,49.22,10,0,0,0,1,12,10,11,3
15.5,0,43.34,28.86,27.06,11,2,0,0,0,3,13,11,1
3.1,0,35.46,30.56,32.58,6,0,0,0,0,13,11,10,1
16.1,0,30.32,43.88,44.94,4,1,0,0,0,12,9,7,3
9.5,4,52.44,33.04,38.86,11,0,0,0,1,13,9,6,3
12.2,0,34.72,18.34,42.34,10,3,0,0,0,11,9,11,4
3.7,0,21.32,29.48,47.16,10,2,0,1,0,8,9,12,4
13.2,0,38.66,25.66,32.42,12,5,1,0,0,11,10,12,2
11.9,3,43.44,27.74,27.86,12,0,0,0,1,10,6,9,2
1.6,0,41.9,34.56,18.82,9,1,0,0,0,9,9,11,2
9.9,0,19.08,41.44,27.2,6,1,0,0,0,11,11,12,3
7.6,3,42.92,41.04,26.92,9,1,0,0,1,11,9,14,1
16.7,0,26.32,42.26,33.66,12,4,1,0,0,12,10,10,2
12.9,0,33.68,43.42,16.32,12,1,0,0,0,12,13,10,4
11.6,0,29.28,35.32,42.52,8,1,0,0,0,13,12,11,3
6,0,36.6,41.34,40.76,12,1,0,1,0,11,10,12,3
12.8,0,20.66,49.18,32.22,7,0,0,0,0,13,13,10,4
4.7,3,22.44,30.96,33.34,11,0,0,0,1,7,11,11,1
4,0,34.14,35.82,56.38,9,3,0,1,0,6,11,9,5
17.3,0,34.5,28.52,20.4,11,0,0,0,0,8,10,7,1
15.7,3,38.86,48.64,64.44,8,1,0,0,1,11,11,12,3
6.6,4,37.56,25.96,26.46,12,2,0,0,1,12,9,12,2
5,3,61.42,57.88,34.98,8,0,0,1,1,10,8,11,2
7.2,0,23.64,33.44,42.84,13,3,0,0,0,11,14,11,2
13,0,30.8,41.18,46.74,13,1,0,0,0,10,11,8,1
14.3,0,31.1,42.68,47.58,8,1,0,0,0,11,9,7,6
